publication,n,sync,x,y,z,i,j,k,i_,j_,k_,dist,atlas_idx,atlas_region
Balconi 2017,26.0,1.0,-45.0,34.0,42.0,22,80,57,23,79,56,1.7320508075688772,35.0,LH_Cont_PFCl_1
Balconi 2017,26.0,0.0,-37.0,18.0,59.0,26,72,65,26,72,65,0.0,47.0,LH_Default_PFC_6
Balconi 2017,26.0,1.0,38.0,17.0,29.0,64,71,50,64,71,50,0.0,72.0,RH_DorsAttn_PrCv_1
Balconi 2017,26.0,0.0,37.0,14.0,55.0,63,70,63,63,70,63,0.0,98.0,RH_Default_PFCdPFCm_3
Balconi 2017,26.0,0.0,-19.0,41.0,36.0,35,83,54,35,83,54,0.0,27.0,LH_SalVentAttn_PFCl_1
Balconi 2017,26.0,0.0,-20.0,33.0,59.0,35,79,65,35,79,65,0.0,46.0,LH_Default_PFC_5
Balconi 2017,26.0,0.0,25.0,38.0,37.0,57,82,54,57,82,54,0.0,98.0,RH_Default_PFCdPFCm_3
Balconi 2017,26.0,0.0,15.0,22.0,46.0,52,74,59,50,73,59,2.23606797749979,78.0,RH_SalVentAttn_Med_2
Balconi 2018,26.0,1.0,-45.0,34.0,42.0,22,80,57,23,79,56,1.7320508075688772,35.0,LH_Cont_PFCl_1
Balconi 2018,26.0,0.0,-37.0,18.0,59.0,26,72,65,26,72,65,0.0,47.0,LH_Default_PFC_6
Balconi 2018,26.0,1.0,38.0,17.0,29.0,64,71,50,64,71,50,0.0,72.0,RH_DorsAttn_PrCv_1
Balconi 2018,26.0,0.0,37.0,14.0,55.0,63,70,63,63,70,63,0.0,98.0,RH_Default_PFCdPFCm_3
Balconi 2018,26.0,0.0,-19.0,41.0,36.0,35,83,54,35,83,54,0.0,27.0,LH_SalVentAttn_PFCl_1
Balconi 2018,26.0,0.0,-20.0,33.0,59.0,35,79,65,35,79,65,0.0,46.0,LH_Default_PFC_5
Balconi 2018,26.0,0.0,25.0,38.0,37.0,57,82,54,57,82,54,0.0,98.0,RH_Default_PFCdPFCm_3
Balconi 2018,26.0,0.0,15.0,22.0,46.0,52,74,59,50,73,59,2.23606797749979,78.0,RH_SalVentAttn_Med_2
Balconi 2019,32.0,0.0,-45.0,34.0,42.0,22,80,57,23,79,56,1.7320508075688772,35.0,LH_Cont_PFCl_1
Balconi 2019,32.0,1.0,-37.0,18.0,59.0,26,72,65,26,72,65,0.0,47.0,LH_Default_PFC_6
Balconi 2019,32.0,0.0,38.0,17.0,29.0,64,71,50,64,71,50,0.0,72.0,RH_DorsAttn_PrCv_1
Balconi 2019,32.0,1.0,37.0,14.0,55.0,63,70,63,63,70,63,0.0,98.0,RH_Default_PFCdPFCm_3
Balconi 2019,32.0,1.0,-19.0,41.0,36.0,35,83,54,35,83,54,0.0,27.0,LH_SalVentAttn_PFCl_1
Balconi 2019,32.0,0.0,-20.0,33.0,59.0,35,79,65,35,79,65,0.0,46.0,LH_Default_PFC_5
Balconi 2019,32.0,1.0,25.0,38.0,37.0,57,82,54,57,82,54,0.0,98.0,RH_Default_PFCdPFCm_3
Balconi 2019,32.0,0.0,15.0,22.0,46.0,52,74,59,50,73,59,2.23606797749979,78.0,RH_SalVentAttn_Med_2
Canigueral 2021,30.0,0.0,-40.0,-63.0,61.0,25,31,66,25,31,65,1.0,41.0,LH_Default_Par_2
Canigueral 2021,30.0,0.0,-49.0,-55.0,57.0,20,35,64,20,35,63,1.0,41.0,LH_Default_Par_2
Canigueral 2021,30.0,0.0,-45.0,-75.0,46.0,22,25,59,22,26,58,1.4142135623730951,41.0,LH_Default_Par_2
Canigueral 2021,30.0,0.0,-49.0,27.0,39.0,20,76,55,20,76,55,0.0,35.0,LH_Cont_PFCl_1
Canigueral 2021,30.0,0.0,-58.0,1.0,44.0,16,63,58,16,63,58,0.0,22.0,LH_DorsAttn_PrCv_1
Canigueral 2021,30.0,0.0,-59.0,-23.0,52.0,15,51,62,16,51,62,1.0,14.0,LH_SomMot_5
Canigueral 2021,30.0,0.0,-59.0,-47.0,52.0,15,39,62,15,40,61,1.4142135623730951,24.0,LH_SalVentAttn_ParOper_1
Canigueral 2021,30.0,0.0,-53.0,-67.0,46.0,18,29,59,19,30,58,1.7320508075688772,41.0,LH_Default_Par_2
Canigueral 2021,30.0,0.0,-48.0,39.0,27.0,21,82,49,21,82,49,0.0,35.0,LH_Cont_PFCl_1
Canigueral 2021,30.0,0.0,-59.0,12.0,29.0,15,69,50,16,69,50,1.0,22.0,LH_DorsAttn_PrCv_1
Canigueral 2021,30.0,0.0,-64.0,-11.0,38.0,13,57,55,13,57,55,0.0,13.0,LH_SomMot_4
Canigueral 2021,30.0,0.0,-65.0,-35.0,44.0,12,45,58,12,45,57,1.0,24.0,LH_SalVentAttn_ParOper_1
Canigueral 2021,30.0,0.0,-60.0,-58.0,43.0,15,34,57,16,34,57,1.0,41.0,LH_Default_Par_2
Canigueral 2021,30.0,0.0,-44.0,-84.0,32.0,23,21,52,23,21,51,1.0,41.0,LH_Default_Par_2
Canigueral 2021,30.0,1.0,-58.0,26.0,18.0,16,76,45,17,76,45,1.0,43.0,LH_Default_PFC_2
Canigueral 2021,30.0,0.0,-65.0,-1.0,25.0,12,62,48,13,62,48,1.0,13.0,LH_SomMot_4
Canigueral 2021,30.0,0.0,-68.0,-24.0,32.0,11,51,52,11,51,52,0.0,17.0,LH_DorsAttn_Post_2
Canigueral 2021,30.0,0.0,-66.0,-47.0,34.0,12,39,53,13,39,53,1.0,41.0,LH_Default_Par_2
Canigueral 2021,30.0,0.0,-51.0,-77.0,30.0,19,24,51,20,24,51,1.0,41.0,LH_Default_Par_2
Canigueral 2021,30.0,1.0,-55.0,37.0,6.0,17,81,39,18,81,39,1.0,43.0,LH_Default_PFC_2
Canigueral 2021,30.0,0.0,-62.0,10.0,10.0,14,68,41,15,68,41,1.0,22.0,LH_DorsAttn_PrCv_1
Canigueral 2021,30.0,0.0,-68.0,-14.0,17.0,11,56,44,12,56,44,1.0,12.0,LH_SomMot_3
Canigueral 2021,30.0,0.0,-69.0,-37.0,22.0,10,44,47,12,44,47,2.0,24.0,LH_SalVentAttn_ParOper_1
Canigueral 2021,30.0,0.0,-64.0,-59.0,21.0,13,33,46,14,33,46,1.0,41.0,LH_Default_Par_2
Canigueral 2021,30.0,0.0,-51.0,46.0,-4.0,19,86,34,19,85,34,1.0,43.0,LH_Default_PFC_2
Canigueral 2021,30.0,1.0,-56.0,23.0,-4.0,17,74,34,18,75,34,1.4142135623730951,43.0,LH_Default_PFC_2
Canigueral 2021,30.0,0.0,-67.0,-6.0,-4.0,11,60,34,13,60,34,2.0,10.0,LH_SomMot_1
Canigueral 2021,30.0,0.0,-71.0,-28.0,4.0,9,49,38,10,49,38,1.0,10.0,LH_SomMot_1
Canigueral 2021,30.0,0.0,-68.0,-50.0,9.0,11,38,40,12,38,40,1.0,40.0,LH_Default_Par_1
Canigueral 2021,30.0,0.0,43.0,-66.0,55.0,66,30,63,66,30,63,0.0,82.0,RH_Cont_Par_2
Canigueral 2021,30.0,0.0,46.0,-78.0,42.0,68,24,57,68,25,56,1.4142135623730951,82.0,RH_Cont_Par_2
Canigueral 2021,30.0,0.0,53.0,-59.0,55.0,71,33,63,71,33,62,1.0,82.0,RH_Cont_Par_2
Canigueral 2021,30.0,0.0,54.0,-70.0,41.0,72,28,56,71,29,56,1.4142135623730951,82.0,RH_Cont_Par_2
Canigueral 2021,30.0,0.0,62.0,-49.0,50.0,76,38,61,75,39,61,1.4142135623730951,81.0,RH_Cont_Par_1
Canigueral 2021,30.0,0.0,64.0,-23.0,49.0,77,51,60,77,51,60,0.0,75.0,RH_SalVentAttn_TempOccPar_2
Canigueral 2021,30.0,0.0,61.0,2.0,42.0,75,64,57,75,64,57,0.0,72.0,RH_DorsAttn_PrCv_1
Canigueral 2021,30.0,0.0,52.0,29.0,38.0,71,77,55,71,77,55,0.0,86.0,RH_Cont_PFCl_4
Canigueral 2021,30.0,0.0,44.0,-86.0,25.0,67,20,48,67,21,48,1.0,67.0,RH_DorsAttn_Post_1
Canigueral 2021,30.0,0.0,61.0,-61.0,37.0,75,32,54,74,32,54,1.0,82.0,RH_Cont_Par_2
Canigueral 2021,30.0,0.0,68.0,-36.0,41.0,79,45,56,78,45,56,1.0,81.0,RH_Cont_Par_1
Canigueral 2021,30.0,0.0,67.0,-10.0,37.0,78,58,54,78,58,54,0.0,62.0,RH_SomMot_4
Canigueral 2021,30.0,0.0,63.0,13.0,25.0,76,69,48,76,69,48,0.0,61.0,RH_SomMot_3
Canigueral 2021,30.0,0.0,51.0,40.0,27.0,70,83,49,70,83,49,0.0,84.0,RH_Cont_PFCl_2
Canigueral 2021,30.0,0.0,51.0,-79.0,24.0,70,23,48,70,24,48,1.0,67.0,RH_DorsAttn_Post_1
Canigueral 2021,30.0,0.0,67.0,-49.0,27.0,78,38,49,78,38,49,0.0,90.0,RH_Default_Par_1
Canigueral 2021,30.0,0.0,70.0,-25.0,29.0,80,50,50,79,50,50,1.0,75.0,RH_SalVentAttn_TempOccPar_2
Canigueral 2021,30.0,0.0,68.0,0.0,20.0,79,63,46,78,63,46,1.0,62.0,RH_SomMot_4
Canigueral 2021,30.0,0.0,60.0,26.0,16.0,75,76,44,75,76,44,0.0,95.0,RH_Default_PFCv_2
Canigueral 2021,30.0,0.0,64.0,-62.0,13.0,77,32,42,76,32,41,1.4142135623730951,67.0,RH_DorsAttn_Post_1
Canigueral 2021,30.0,0.0,71.0,-38.0,16.0,80,44,44,80,44,44,0.0,74.0,RH_SalVentAttn_TempOccPar_1
Canigueral 2021,30.0,0.0,71.0,-13.0,12.0,80,56,42,79,56,41,1.4142135623730951,59.0,RH_SomMot_1
Canigueral 2021,30.0,0.0,63.0,9.0,3.0,76,67,37,76,67,38,1.0,61.0,RH_SomMot_3
Canigueral 2021,30.0,0.0,57.0,38.0,6.0,73,82,39,73,82,39,0.0,95.0,RH_Default_PFCv_2
Canigueral 2021,30.0,0.0,69.0,-52.0,2.0,79,37,37,79,37,37,0.0,67.0,RH_DorsAttn_Post_1
Canigueral 2021,30.0,0.0,73.0,-28.0,0.0,81,49,36,80,49,36,1.0,93.0,RH_Default_Temp_3
Canigueral 2021,30.0,0.0,69.0,-5.0,-9.0,79,60,31,78,60,31,1.0,91.0,RH_Default_Temp_1
Canigueral 2021,30.0,0.0,57.0,22.0,-7.0,73,74,32,72,75,33,1.7320508075688772,95.0,RH_Default_PFCv_2
Canigueral 2021,30.0,0.0,53.0,47.0,-4.0,71,86,34,71,86,34,0.0,95.0,RH_Default_PFCv_2
Chen 2020 1,44.0,0.0,-23.62336,67.674457,-5.080658,33,96,33,33,96,33,0.0,45.0,LH_Default_PFC_4
Chen 2020 1,44.0,0.0,2.728088,68.108288,-3.596266,46,97,34,47,97,34,1.0,79.0,RH_Limbic_OFC_1
Chen 2020 1,44.0,0.0,27.507142,67.83177,-5.28591,58,96,33,58,96,33,0.0,83.0,RH_Cont_PFCl_1
Chen 2020 1,44.0,0.0,-36.503671,62.856645,3.614068,26,94,37,26,94,37,0.0,43.0,LH_Default_PFC_2
Chen 2020 1,44.0,0.0,-13.236777,71.960708,8.995907,38,98,40,38,98,40,0.0,45.0,LH_Default_PFC_4
Chen 2020 1,44.0,0.0,15.156856,71.217935,9.360267,52,98,40,52,98,40,0.0,83.0,RH_Cont_PFCl_1
Chen 2020 1,44.0,0.0,38.797014,62.956227,3.579507,64,94,37,64,94,37,0.0,83.0,RH_Cont_PFCl_1
Chen 2020 1,44.0,0.0,-23.780434,65.165959,19.869251,33,95,45,33,95,45,0.0,45.0,LH_Default_PFC_4
Chen 2020 1,44.0,0.0,3.000063,65.764221,21.512364,46,95,46,47,95,46,1.0,97.0,RH_Default_PFCdPFCm_2
Chen 2020 1,44.0,1.0,25.533442,64.903073,19.465692,57,95,45,57,95,45,0.0,97.0,RH_Default_PFCdPFCm_2
Chen 2020 1,44.0,0.0,-35.770003,51.175089,29.005904,27,88,50,27,88,50,0.0,27.0,LH_SalVentAttn_PFCl_1
Chen 2020 1,44.0,0.0,-11.51845,60.295605,35.011218,39,93,53,39,93,53,0.0,46.0,LH_Default_PFC_5
Chen 2020 1,44.0,0.0,13.93879,60.938537,33.524453,51,93,52,51,93,52,0.0,97.0,RH_Default_PFCdPFCm_2
Chen 2020 1,44.0,0.0,37.855012,51.544706,29.111407,63,88,50,63,88,50,0.0,85.0,RH_Cont_PFCl_3
Chen 2020 1,44.0,0.0,-22.457859,46.967553,43.432599,33,86,57,33,86,57,0.0,46.0,LH_Default_PFC_5
Chen 2020 1,44.0,0.0,1.568235,50.069467,43.966241,45,88,57,45,88,57,0.0,46.0,LH_Default_PFC_5
Chen 2020 1,44.0,0.0,25.078772,47.487368,43.629295,57,86,57,57,86,57,0.0,97.0,RH_Default_PFCdPFCm_2
Chen 2020 1,44.0,0.0,-35.361336,30.0449,49.954551,27,78,60,27,78,60,0.0,47.0,LH_Default_PFC_6
Chen 2020 1,44.0,0.0,-11.600882,40.62743,54.287833,39,83,63,39,83,63,0.0,46.0,LH_Default_PFC_5
Chen 2020 1,44.0,0.0,13.375123,40.111813,54.33294,51,83,63,51,83,63,0.0,97.0,RH_Default_PFCdPFCm_2
Chen 2020 1,44.0,0.0,37.089442,30.165125,49.681289,63,78,60,63,78,60,0.0,98.0,RH_Default_PFCdPFCm_3
Chen 2020 1,44.0,0.0,-22.405969,23.348343,60.870421,33,74,66,33,74,66,0.0,48.0,LH_Default_PFC_7
Chen 2020 1,44.0,0.0,2.357928,27.540874,59.428236,46,76,65,46,76,65,0.0,97.0,RH_Default_PFCdPFCm_2
Chen 2020 1,44.0,0.0,24.444119,24.065625,59.90689,57,75,65,57,75,65,0.0,98.0,RH_Default_PFCdPFCm_3
Chen 2020 1,44.0,0.0,74.99,-30.0,12.0,82,48,42,80,48,42,2.0,59.0,RH_SomMot_1
Chen 2020 1,44.0,0.0,54.67,-46.0,15.66,72,40,43,72,40,43,0.0,74.0,RH_SalVentAttn_TempOccPar_1
Chen 2020 1,44.0,0.0,51.0,-72.66,5.33,70,26,38,70,26,38,0.0,57.0,RH_Vis_7
Chen 2020 1,44.0,0.0,56.0,-19.01,20.0,73,53,46,73,53,46,0.0,75.0,RH_SalVentAttn_TempOccPar_2
Chen 2020 1,44.0,0.0,58.33,-46.01,27.33,74,39,49,74,39,49,0.0,90.0,RH_Default_Par_1
Chen 2020 1,44.0,0.0,41.0,-55.0,23.01,65,35,47,65,35,47,0.0,67.0,RH_DorsAttn_Post_1
Chen 2020 1,44.0,0.0,40.0,-85.66,12.0,65,20,42,65,20,42,0.0,57.0,RH_Vis_7
Chen 2020 1,44.0,0.0,58.0,-36.0,39.0,74,45,55,74,45,55,0.0,81.0,RH_Cont_Par_1
Chen 2020 1,44.0,0.0,61.0,-58.67,38.66,75,33,55,75,33,54,1.0,90.0,RH_Default_Par_1
Chen 2020 1,44.0,0.0,30.99,-62.0,28.0,60,32,50,60,31,50,1.0,70.0,RH_DorsAttn_Post_4
Chen 2020 1,44.0,0.0,56.33,-17.33,47.33,73,54,59,73,54,59,0.0,68.0,RH_DorsAttn_Post_2
Chen 2020 1,44.0,0.0,45.67,-41.33,46.0,67,42,59,67,42,59,0.0,69.0,RH_DorsAttn_Post_3
Chen 2020 1,44.0,0.0,40.0,-59.66,42.01,65,33,57,65,33,57,0.0,82.0,RH_Cont_Par_2
Chen 2020 1,44.0,0.0,28.33,-68.0,34.0,59,29,53,59,29,53,0.0,70.0,RH_DorsAttn_Post_4
Chen 2020 1,44.0,0.0,55.33,-27.0,60.67,72,49,66,72,49,65,1.0,64.0,RH_SomMot_6
Chen 2020 1,44.0,0.0,46.67,-49.33,59.67,68,38,65,68,38,65,0.0,82.0,RH_Cont_Par_2
Chen 2020 1,44.0,0.0,39.67,-70.34,53.0,64,27,62,64,27,62,0.0,82.0,RH_Cont_Par_2
Chen 2020 1,44.0,0.0,35.01,-18.0,54.0,62,54,63,63,53,63,1.4142135623730951,64.0,RH_SomMot_6
Chen 2020 1,44.0,0.0,41.33,-41.33,61.67,65,42,66,65,42,66,0.0,68.0,RH_DorsAttn_Post_2
Chen 2020 1,44.0,0.0,34.0,-55.33,51.0,62,35,61,62,35,61,0.0,69.0,RH_DorsAttn_Post_3
Chen 2020 1,44.0,0.0,20.67,-77.99,51.0,55,24,61,55,24,61,0.0,89.0,RH_Cont_pCun_1
Chen 2020 1,44.0,0.0,25.01,-36.0,58.0,57,45,65,57,45,65,0.0,65.0,RH_SomMot_7
Chen 2020 1,44.0,0.0,26.33,-50.0,68.0,58,38,70,58,38,70,0.0,71.0,RH_DorsAttn_Post_5
Chen 2020 1,44.0,0.0,17.33,-70.67,62.33,53,27,67,53,27,67,0.0,70.0,RH_DorsAttn_Post_4
Chen 2020 2,38.0,0.0,-23.62336,67.674457,-5.080658,33,96,33,33,96,33,0.0,45.0,LH_Default_PFC_4
Chen 2020 2,38.0,0.0,2.728088,68.108288,-3.596266,46,97,34,47,97,34,1.0,79.0,RH_Limbic_OFC_1
Chen 2020 2,38.0,0.0,27.507142,67.83177,-5.28591,58,96,33,58,96,33,0.0,83.0,RH_Cont_PFCl_1
Chen 2020 2,38.0,0.0,-36.503671,62.856645,3.614068,26,94,37,26,94,37,0.0,43.0,LH_Default_PFC_2
Chen 2020 2,38.0,0.0,-13.236777,71.960708,8.995907,38,98,40,38,98,40,0.0,45.0,LH_Default_PFC_4
Chen 2020 2,38.0,0.0,15.156856,71.217935,9.360267,52,98,40,52,98,40,0.0,83.0,RH_Cont_PFCl_1
Chen 2020 2,38.0,0.0,38.797014,62.956227,3.579507,64,94,37,64,94,37,0.0,83.0,RH_Cont_PFCl_1
Chen 2020 2,38.0,0.0,-23.780434,65.165959,19.869251,33,95,45,33,95,45,0.0,45.0,LH_Default_PFC_4
Chen 2020 2,38.0,0.0,3.000063,65.764221,21.512364,46,95,46,47,95,46,1.0,97.0,RH_Default_PFCdPFCm_2
Chen 2020 2,38.0,0.0,25.533442,64.903073,19.465692,57,95,45,57,95,45,0.0,97.0,RH_Default_PFCdPFCm_2
Chen 2020 2,38.0,0.0,-35.770003,51.175089,29.005904,27,88,50,27,88,50,0.0,27.0,LH_SalVentAttn_PFCl_1
Chen 2020 2,38.0,0.0,-11.51845,60.295605,35.011218,39,93,53,39,93,53,0.0,46.0,LH_Default_PFC_5
Chen 2020 2,38.0,0.0,13.93879,60.938537,33.524453,51,93,52,51,93,52,0.0,97.0,RH_Default_PFCdPFCm_2
Chen 2020 2,38.0,0.0,37.855012,51.544706,29.111407,63,88,50,63,88,50,0.0,85.0,RH_Cont_PFCl_3
Chen 2020 2,38.0,0.0,-22.457859,46.967553,43.432599,33,86,57,33,86,57,0.0,46.0,LH_Default_PFC_5
Chen 2020 2,38.0,0.0,1.568235,50.069467,43.966241,45,88,57,45,88,57,0.0,46.0,LH_Default_PFC_5
Chen 2020 2,38.0,0.0,25.078772,47.487368,43.629295,57,86,57,57,86,57,0.0,97.0,RH_Default_PFCdPFCm_2
Chen 2020 2,38.0,0.0,-35.361336,30.0449,49.954551,27,78,60,27,78,60,0.0,47.0,LH_Default_PFC_6
Chen 2020 2,38.0,0.0,-11.600882,40.62743,54.287833,39,83,63,39,83,63,0.0,46.0,LH_Default_PFC_5
Chen 2020 2,38.0,0.0,13.375123,40.111813,54.33294,51,83,63,51,83,63,0.0,97.0,RH_Default_PFCdPFCm_2
Chen 2020 2,38.0,0.0,37.089442,30.165125,49.681289,63,78,60,63,78,60,0.0,98.0,RH_Default_PFCdPFCm_3
Chen 2020 2,38.0,0.0,-22.405969,23.348343,60.870421,33,74,66,33,74,66,0.0,48.0,LH_Default_PFC_7
Chen 2020 2,38.0,0.0,2.357928,27.540874,59.428236,46,76,65,46,76,65,0.0,97.0,RH_Default_PFCdPFCm_2
Chen 2020 2,38.0,0.0,24.444119,24.065625,59.90689,57,75,65,57,75,65,0.0,98.0,RH_Default_PFCdPFCm_3
Chen 2020 2,38.0,0.0,74.99,-30.0,12.0,82,48,42,80,48,42,2.0,59.0,RH_SomMot_1
Chen 2020 2,38.0,0.0,54.67,-46.0,15.66,72,40,43,72,40,43,0.0,74.0,RH_SalVentAttn_TempOccPar_1
Chen 2020 2,38.0,0.0,51.0,-72.66,5.33,70,26,38,70,26,38,0.0,57.0,RH_Vis_7
Chen 2020 2,38.0,0.0,56.0,-19.01,20.0,73,53,46,73,53,46,0.0,75.0,RH_SalVentAttn_TempOccPar_2
Chen 2020 2,38.0,0.0,58.33,-46.01,27.33,74,39,49,74,39,49,0.0,90.0,RH_Default_Par_1
Chen 2020 2,38.0,0.0,41.0,-55.0,23.01,65,35,47,65,35,47,0.0,67.0,RH_DorsAttn_Post_1
Chen 2020 2,38.0,1.0,40.0,-85.66,12.0,65,20,42,65,20,42,0.0,57.0,RH_Vis_7
Chen 2020 2,38.0,0.0,58.0,-36.0,39.0,74,45,55,74,45,55,0.0,81.0,RH_Cont_Par_1
Chen 2020 2,38.0,1.0,61.0,-58.67,38.66,75,33,55,75,33,54,1.0,90.0,RH_Default_Par_1
Chen 2020 2,38.0,0.0,30.99,-62.0,28.0,60,32,50,60,31,50,1.0,70.0,RH_DorsAttn_Post_4
Chen 2020 2,38.0,0.0,56.33,-17.33,47.33,73,54,59,73,54,59,0.0,68.0,RH_DorsAttn_Post_2
Chen 2020 2,38.0,0.0,45.67,-41.33,46.0,67,42,59,67,42,59,0.0,69.0,RH_DorsAttn_Post_3
Chen 2020 2,38.0,0.0,40.0,-59.66,42.01,65,33,57,65,33,57,0.0,82.0,RH_Cont_Par_2
Chen 2020 2,38.0,1.0,28.33,-68.0,34.0,59,29,53,59,29,53,0.0,70.0,RH_DorsAttn_Post_4
Chen 2020 2,38.0,0.0,55.33,-27.0,60.67,72,49,66,72,49,65,1.0,64.0,RH_SomMot_6
Chen 2020 2,38.0,0.0,46.67,-49.33,59.67,68,38,65,68,38,65,0.0,82.0,RH_Cont_Par_2
Chen 2020 2,38.0,0.0,39.67,-70.34,53.0,64,27,62,64,27,62,0.0,82.0,RH_Cont_Par_2
Chen 2020 2,38.0,0.0,35.01,-18.0,54.0,62,54,63,63,53,63,1.4142135623730951,64.0,RH_SomMot_6
Chen 2020 2,38.0,0.0,41.33,-41.33,61.67,65,42,66,65,42,66,0.0,68.0,RH_DorsAttn_Post_2
Chen 2020 2,38.0,0.0,34.0,-55.33,51.0,62,35,61,62,35,61,0.0,69.0,RH_DorsAttn_Post_3
Chen 2020 2,38.0,0.0,20.67,-77.99,51.0,55,24,61,55,24,61,0.0,89.0,RH_Cont_pCun_1
Chen 2020 2,38.0,0.0,25.01,-36.0,58.0,57,45,65,57,45,65,0.0,65.0,RH_SomMot_7
Chen 2020 2,38.0,0.0,26.33,-50.0,68.0,58,38,70,58,38,70,0.0,71.0,RH_DorsAttn_Post_5
Chen 2020 2,38.0,0.0,17.33,-70.67,62.33,53,27,67,53,27,67,0.0,70.0,RH_DorsAttn_Post_4
Cheng 2015,90.0,0.0,-35.9,62.6,-7.3,27,94,32,27,94,32,0.0,45.0,LH_Default_PFC_4
Cheng 2015,90.0,1.0,-12.9,71.5,3.9,38,98,37,38,98,37,0.0,45.0,LH_Default_PFC_4
Cheng 2015,90.0,0.0,15.0,71.1,-3.3,52,98,34,52,98,34,0.0,83.0,RH_Cont_PFCl_1
Cheng 2015,90.0,0.0,38.2,63.0,-7.0,64,94,32,64,94,32,0.0,83.0,RH_Cont_PFCl_1
Cheng 2015,90.0,0.0,-45.4,52.6,1.1,22,89,36,22,89,36,0.0,43.0,LH_Default_PFC_2
Cheng 2015,90.0,0.0,-24.4,67.9,8.5,32,96,40,32,96,40,0.0,45.0,LH_Default_PFC_4
Cheng 2015,90.0,0.0,2.1,68.0,9.1,46,97,40,46,96,40,1.0,96.0,RH_Default_PFCdPFCm_1
Cheng 2015,90.0,0.0,26.9,68.0,8.5,58,97,40,58,97,40,0.0,83.0,RH_Cont_PFCl_1
Cheng 2015,90.0,0.0,46.7,53.1,1.7,68,89,36,68,89,36,0.0,83.0,RH_Cont_PFCl_1
Cheng 2015,90.0,0.0,-35.3,57.9,18.7,27,91,45,27,91,45,0.0,27.0,LH_SalVentAttn_PFCl_1
Cheng 2015,90.0,0.0,-12.7,66.8,21.6,38,96,46,38,96,46,0.0,46.0,LH_Default_PFC_5
Cheng 2015,90.0,0.0,14.5,68.0,22.8,52,97,47,52,97,47,0.0,97.0,RH_Default_PFCdPFCm_2
Cheng 2015,90.0,0.0,37.7,58.5,18.5,63,92,45,63,92,45,0.0,83.0,RH_Cont_PFCl_1
Cheng 2015,90.0,0.0,-45.0,41.7,27.4,22,83,49,22,83,49,0.0,35.0,LH_Cont_PFCl_1
Cheng 2015,90.0,0.0,-23.4,56.2,32.7,33,91,52,33,91,52,0.0,46.0,LH_Default_PFC_5
Cheng 2015,90.0,0.0,1.5,59.2,34.1,45,92,53,44,92,53,1.0,46.0,LH_Default_PFC_5
Cheng 2015,90.0,1.0,25.7,57.0,32.9,57,91,52,57,91,52,0.0,85.0,RH_Cont_PFCl_3
Cheng 2015,90.0,0.0,47.1,41.6,27.8,68,83,49,68,83,49,0.0,84.0,RH_Cont_PFCl_2
Cheng 2015,90.0,0.0,-34.5,40.2,41.7,27,83,56,27,83,56,0.0,27.0,LH_SalVentAttn_PFCl_1
Cheng 2015,90.0,0.0,-11.2,50.4,45.4,39,88,58,39,88,58,0.0,46.0,LH_Default_PFC_5
Cheng 2015,90.0,0.0,13.1,50.4,45.7,51,88,58,51,88,58,0.0,97.0,RH_Default_PFCdPFCm_2
Cheng 2015,90.0,0.0,36.2,39.8,42.1,63,82,57,63,82,57,0.0,85.0,RH_Cont_PFCl_3
Cheng 2019,62.0,1.0,-35.9,62.6,-7.3,27,94,32,27,94,32,0.0,45.0,LH_Default_PFC_4
Cheng 2019,62.0,1.0,-12.9,71.5,3.9,38,98,37,38,98,37,0.0,45.0,LH_Default_PFC_4
Cheng 2019,62.0,1.0,15.0,71.1,-3.3,52,98,34,52,98,34,0.0,83.0,RH_Cont_PFCl_1
Cheng 2019,62.0,1.0,38.2,63.0,-7.0,64,94,32,64,94,32,0.0,83.0,RH_Cont_PFCl_1
Cheng 2019,62.0,0.0,-45.4,52.6,1.1,22,89,36,22,89,36,0.0,43.0,LH_Default_PFC_2
Cheng 2019,62.0,1.0,-24.4,67.9,8.5,32,96,40,32,96,40,0.0,45.0,LH_Default_PFC_4
Cheng 2019,62.0,1.0,2.1,68.0,9.1,46,97,40,46,96,40,1.0,96.0,RH_Default_PFCdPFCm_1
Cheng 2019,62.0,1.0,26.9,68.0,8.5,58,97,40,58,97,40,0.0,83.0,RH_Cont_PFCl_1
Cheng 2019,62.0,0.0,46.7,53.1,1.7,68,89,36,68,89,36,0.0,83.0,RH_Cont_PFCl_1
Cheng 2019,62.0,0.0,-35.3,57.9,18.7,27,91,45,27,91,45,0.0,27.0,LH_SalVentAttn_PFCl_1
Cheng 2019,62.0,0.0,-12.7,66.8,21.6,38,96,46,38,96,46,0.0,46.0,LH_Default_PFC_5
Cheng 2019,62.0,0.0,14.5,68.0,22.8,52,97,47,52,97,47,0.0,97.0,RH_Default_PFCdPFCm_2
Cheng 2019,62.0,0.0,37.7,58.5,18.5,63,92,45,63,92,45,0.0,83.0,RH_Cont_PFCl_1
Cheng 2021,198.0,0.0,-35.9,62.6,-7.3,27,94,32,27,94,32,0.0,45.0,LH_Default_PFC_4
Cheng 2021,198.0,0.0,-12.9,71.5,3.9,38,98,37,38,98,37,0.0,45.0,LH_Default_PFC_4
Cheng 2021,198.0,0.0,15.0,71.1,-3.3,52,98,34,52,98,34,0.0,83.0,RH_Cont_PFCl_1
